provider,role,offering_type,price_low,price_high,currency,unit,hours_included,source_url,capture_date,notes
SproutVest,CPO,retainer,,,,,,https://sproutvest.com/fractional-cpo/,2026-08-19,"No published price. Venture studio offering fractional CPO as core service alongside Technical Due Diligence, AI Product Consulting, and Coaching."
The Product Recruiter,CPO,marketplace_match,,,,,,https://www.theproductrecruiter.com/fractional-on-demand,2026-08-19,"No published price. Toronto-based (division of Martyn Bassett Associates). On-demand fractional product talent pool with specialized CPO profiles in AI, B2B SaaS, enterprise PLG."
Sparklehood,CPO,marketplace_match,,,,,,https://www.sparklehood.org/new-blog-posts/fractional-cpo,2026-08-19,"No published price. Executive search firm for fractional CPO. Claims to deliver high-caliber candidates in less than 30 days via exclusive network."
HumiInt,CPO,marketplace_match,,,,,,https://www.humiint.com/,2026-08-19,"No published price. Global marketplace for on-demand professional experts. Has C-Suite and Product categories. Emphasizes ""Transparent Pricing"" but does not disclose rates on site."
ProductXperts,CPO,retainer,,,,,,https://product-xperts.com/,2026-08-19,"Not reachable. DNS resolution failed (ENOTFOUND). Domain appears inactive."
Fractional Quest,CPO,marketplace_match,,,,,,https://fractional.quest/fractional-cpo-jobs-uk,2026-08-19,"Screened only. WebFetch reports platform charges ""incl. our 12% fee"" and lists UK CPO median day rate at GBP 1,350 (GBP 900-1,800 band). Hybrid recruitment platform with 48-hour shortlisting. Not browser-verified. No price row asserted. Pending verification for v1.1."
Novis Logic Consulting,CPO,retainer,,,,,,https://novislogic.com/,2026-08-19,"No published price. Individual practitioner (Jim Kitchen). Fractional CPO and CTO. 1-2 days/week, minimum 3-month commitment."
CXO Partners,CPO,retainer,,,,,,https://cxo.partners/interim-cpo/,2026-08-19,"No published price. Firm offering interim CPO deployment in 48-72 hours. Engagements range from bridging to permanent hire to ongoing fractional leadership."
Recruited.tech,CPO,marketplace_match,,,,,,https://www.recruited.tech/blog/fractional-product-leadership,2026-08-19,"No published price. Marketplace/talent platform connecting product leaders with opportunities. Distinct sections for Clients and Talent. Individual practitioners market themselves on the platform."
Raimund Herms,CPO,retainer,,,,,,https://raimundherms.com/de/fractional-cpo/,2026-08-19,"No published price. Germany-based individual practitioner (Berlin). Explicit fractional CPO page. Typical engagement 2-4 days/week on medium to long-term basis (months to years). Minimum 3-month commitment."
WeFiiT,CPO,retainer,,,,,,https://www.wefiit.com/,2026-08-19,"No published price. France-based product management consulting firm. Case study references ""CPO de transition"" capability (Claire Van de Voorde). Serves enterprises (Accor, Louis Vuitton, FDJ) and scale-ups."
Northline Advisory Group,CPO,retainer,,,,,,https://northlineadvisorygroup.com/,2026-08-19,"No published price. Individual practitioner (Maria) operating as CoTropos LLC. Offers ""Fractional VP of Product"" at 5-20 hours/week. Works with small number of clients. Austin TX-based."
Actuation Consulting,CPO,retainer,,,,,,https://actuationconsulting.com/,2026-08-19,"No published price. Boutique firm (founded 2007, led by Greg Geracie). Offers ""Interim Head of Product Management Support"" for transitions, vacancies, and restructuring."
RemoteCPO,CPO,retainer,,,,,,https://www.remotecpo.com/,2026-08-19,"No published price. Boutique offering ""Product Leadership as a Service"" for founders, non-tech VCs, and startups. Services include product audits, strategic sprints, and fractional CPO."
Productbeats,CPO,retainer,,,,,,https://productbeats.com/interim,2026-08-19,"No published price. Boutique consulting firm specializing in interim product management delivery. Multiple successful interim PM assignments."
Renoir Interim,CPO,retainer,,,,,,https://renoirinterim.com/interim-chief-product-officer-uk/,2026-08-19,"No published price. UK interim executive firm with dedicated interim CPO service page. Deep UK product leadership talent pool."
Intelligent People,CPO,marketplace_match,,,,,,https://www.intelligentpeople.co.uk/interim-head-of-product/,2026-08-19,"Screened only. WebFetch reports day rate range ""£650 – £800"" for interim Head of Product. UK-based (London/St Albans) specialist product management recruitment. Active job postings at £600-£700/day. Not browser-verified. No price row asserted. Pending verification for v1.1."
Fractionista,CPO,marketplace_match,,,,,,https://fractionista.com/,2026-08-19,"No published platform fee. European marketplace for fractional CxOs. Covers DACH, Benelux, Nordics, UK, Southern Europe. Strongest in SaaS, FinTech, HealthTech, deep-tech. Rates agreed directly between leader and company."
Expert360,CPO,marketplace_match,,,,,,https://expert360.com/,2026-08-19,"No published price. Australia/NZ/APAC marketplace for fractional executives. Covers fractional CPO among C-suite roles. Delivers shortlist within 48 hours."
Forward,CPO,marketplace_match,,,,,,https://work.withforward.com/interim-head-of-product,2026-08-19,"No published price. Consulting firm matching independent consultants with startups for interim Head of Product. Works exclusively with independent consultants."
Egon Zehnder,CPO,marketplace_match,,,,,,https://www.egonzehnder.com/functions/technology-officers/chief-product-officers,2026-08-19,"No published price. Global executive search firm with dedicated Chief Product Officers practice. Advisory and placement for CPO roles."
Crucial Recruiting,CPO,marketplace_match,,,,,,https://www.crucialrecruiting.com/services/fractional-leadership/,2026-08-19,"No published price. Recruiter offering ""Product Leadership"" under fractional leadership services. States pricing is ""structured transparently based on experience level, engagement scope, and expected outcomes."""
Portfolio Collective,CPO,marketplace_match,,,,,,https://portfolio-collective.com/fractional-experts/,2026-08-19,"Screened only. WebFetch reports GBP 2,000 setup fee + GBP 2,000 success fee for matching. 15K+ member network of fractional experts. UK-based. Does not specifically list CPO but covers senior fractional talent broadly. Not browser-verified. No price row asserted. Pending verification for v1.1."
Vendux,CPO,marketplace_match,,,,,,https://www.vendux.org/,2026-08-19,"No published price. Fractional executive community and matching platform. Publishes research on state of fractional executives. Acquired Shiny marketplace in 2025."
Dovetail Advisory,CPO,retainer,,,,,,https://www.dovetailadvisory.com/cpo-as-a-service/,2026-08-19,"No published price. Offers explicit ""CPO as a Service"" page. Requires verification that CPO refers to Chief Product Officer (not People or Procurement). Pending browser verification."
Stellar Recruitment,CPO,marketplace_match,,,,,,https://www.stellarrecruitment.com/,2026-08-19,"No published price. New Zealand/Australia recruitment firm. Fractional executive placements across C-suite roles."
Digital Authority Partners,CPO,retainer,,,,,,https://www.digitalauthority.me/fractional-executive-services/,2026-08-19,"No published price. Agency offering fractional executive services. Claims to compress 5-year strategic roadmaps into 18 months."
Validated Growth,CPO,retainer,,,,,,https://validatedgrowth.com/,2026-08-19,"Screened only. WebFetch reports three weekly subscription tiers: 5 hrs/week at $600/week ($2400/month equiv), 10 hrs/week at $1200/week ($4800/month equiv), 20 hrs/week at $2400/week ($9600/month equiv). Also published in EUR and GBP. Individual practitioner (Vlad Petre). B2B SaaS focus $1M-$10M ARR. Max 3 concurrent clients. 6-12 month typical engagement. Not browser-verified. No price row asserted. Pending verification for v1.1."
Purple Brains,CPO,retainer,,,,,,https://www.purplebrains.com/,2026-08-19,"Screened only. WebFetch reports three tiers: Strategic Guidance at $2000/month and In-Depth Analysis at $3500/month and Full Hands-On Product Management at $6000/month. Global firm (North America and Europe and Middle East). Explicitly offers fractional CPO as part of Product Management and Execution service. Not browser-verified. No price row asserted. Pending verification for v1.1."
Shiny,CPO,marketplace_match,,,,,,https://useshiny.com/,2026-08-19,"Not screened. HTTP 403 on server fetch. Listed on Elite Fractional CxO comparison (fractional-csuite.com/cpo/) as Italian marketplace-type CPO provider. Acquired by Vendux in 2025. Requires browser verification."
Malt,CPO,marketplace_match,,,,,,https://www.malt.com/,2026-08-19,"Not screened. HTTP 403 on server fetch. General European freelance marketplace (France/Germany origin) listed on Elite Fractional CxO comparison (fractional-csuite.com/cpo/) as CPO provider. Includes Comatch (acquired). Requires browser verification to confirm CPO category availability."
Collective.work,CPO,marketplace_match,,,,,,https://www.collective.work/,2026-08-19,"Not screened. HTTP 403 on server fetch. France/Pan-EU platform listed on Elite Fractional CxO comparison (fractional-csuite.com/cpo/) as CPO provider. Day-rate/collective model. Requires browser verification to confirm CPO category availability."
