provider,role,offering_type,price_low,price_high,currency,unit,hours_included,source_url,capture_date,notes
Fractional Execs,COO,marketplace_match,,,,,,https://www.fractional-execs.co.uk/,2026-08-20,No published price. UK fractional-executive network.
VChiefs,COO,marketplace_match,,,,,,https://vchiefs.com/,2026-08-20,"No published base rate. Offers a pricing calculator tool and ""20 risk-free hours"" but does not disclose rates on the public page."
Go Fractional,COO,marketplace_match,5000,,USD,per_month,5-10 hrs/week,https://www.gofractional.com/hire/fractional-coo,2026-08-20,"Published verbatim as ""$5,000 /month Starting at · 5–10 hrs/week · ongoing"". Floor only. Monthly retainer, no recruiting fees. Server fetch returns HTTP 403; browser capture required and used. Browser-verified."
Go Fractional,COO,marketplace_match,24000,,USD,per_month,full-time hours,https://www.gofractional.com/hire/fractional-coo,2026-08-20,"Interim COO tier. Published verbatim as ""$24,000 /month Starting at · full-time hours"". Floor only. Browser-verified."
Go Fractional,COO,marketplace_match,,,USD,,,https://www.gofractional.com/hire/fractional-coo,2026-08-20,"Contract-to-Hire option published without a price. Also publishes ""$200/hr"" as ""Fractional COO rates average across our live benchmarks"" — this is a benchmark statistic, not the provider's own rate. Browser-verified."
ducAlto,COO,project,4500,,AUD,fixed_fee_per_project,,https://ducalto.com.au/,2026-08-20,"Ops Health Check. Published verbatim as ""$4500 AUD + GST - fixed price, no ongoing commitment"". Floor only. Browser-verified."
ducAlto,COO,retainer,,,,,,https://ducalto.com.au/,2026-08-20,"No published price for fractional COO retainer. States ""Engagements are scoped and priced to suit your stage and commitment level."" Offers 1-3 days/week."
Fractionus,COO,marketplace_match,0,0,USD,placement_fee,,https://fractionus.com/,2026-08-20,"Published verbatim as ""Zero Fees — 100% free search & placement"". Executive rates are not published. Browser-verified."
ExecFractional,COO,marketplace_match,,,,,,https://execfractional.com/,2026-08-20,"Marketplace directory. Executive listing tiers: $49/mo Standard, $149/mo Verified Partner, $399/mo Firm (founding cohort free). Publishes ""0% Agency Markup — Direct Company-to-Executive Contact"". No COO rates visible in directory. Screened only."
Shepherd,COO,marketplace_match,,,,,,https://www.heyshepherd.com/explore/fractional-roles/fractional-chief-operating-officer-coo,2026-08-20,"Published ""Typical Engagement: 2-3 days per week, $1,500-$2,500/day"" and ""Sweet Spot: $6K-15K monthly"". These appear to be marketplace rate benchmarks for COOs on the platform, not Shepherd's own platform fee. No platform fee disclosed. Screened only."
FractionalCXO.to,COO,marketplace_match,,,,,,https://fractionalcxo.to/guides/fractional-coo-cost-guide,2026-08-20,"Free directory and resource hub. Publishes market rate guides but no own platform fee. States ""The directory and resource hub for fractional C-suite executives."" Screened only."
TechCXO,COO,retainer,,,,,,https://www.techcxo.com/,2026-08-20,"No published price. Multi-function fractional executive bench. States services are ""Up to 75% More cost-effective than full-time"" without publishing a figure."
The Ops Guys,COO,retainer,,,,,,https://www.theopsguys.net/,2026-08-20,No published price. UK operations consultancy. Offers free initial meeting but does not disclose engagement rates.
PayAsYouGo COO,COO,retainer,,,,,,https://www.payasyougocoo.com/,2026-08-20,No published price. Offers fractional COO and business coaching but reserves pricing for consultation.
The Second C,COO,retainer,,,,,,https://www.thesecondc.com/,2026-08-20,"No published price. Offers ""COO-as-a-Service (COOaaS)"" for family offices and portfolio companies. Reserves pricing for direct engagement."
Scale-Upp UK,COO,retainer,,,,,,https://scale-upp.uk/,2026-08-20,No published price. UK fractional COO and no-code SaaS consultancy. Directs to contact.
Arpit Kaushik,COO,retainer,,,,,,https://www.arpitkaushik.com/,2026-08-20,"No published price. Independent fractional COO and programme manager. Services available ""by introduction"" only."
Boardroom Advisors,COO,retainer,,,,,,https://boardroomadvisors.co/our-services/operations/part-time-operations-directors/,2026-08-20,"No published price. UK part-time operations director service. States flexibility ""from as little as a few days per quarter to multiple days in a week"" but does not disclose rates."
Angel Advisors,COO,retainer,,,,,,https://angel-advisors.com/,2026-08-20,No published price. UK executive advisory firm.
Osmo Partners,COO,retainer,,,,,,https://www.osmopartners.com/,2026-08-20,No published price. UK outsourced COO service for buyside firms.
Lagom Consulting,COO,retainer,,,,,,https://www.lagomconsulting.co.uk/,2026-08-20,No published price. UK management and marketing consultancy with fractional COO offering.
Ottesu,COO,retainer,,,,,,https://ottesu.com.au/how-we-help/fractional-coo/,2026-08-20,No published price. Australian fractional COO provider. Offers diagnostic mapping and advisory tiers but no rates disclosed.
Sullivan Collective,COO,retainer,,,,,,https://sullivancollective.com.au/,2026-08-20,No published price. Australian operations consultancy.
Allura Partners,COO,marketplace_match,,,,,,https://www.allurapartners.com.au/fractional-management,2026-08-20,"No published price. Australian fractional management firm. States ""saving up to 40-60% of the cost of a full-time salary"" without publishing a figure."
Independent Execs,COO,marketplace_match,,,,,,https://www.independentexecs.com/,2026-08-20,No published price. Integrator/COO matching service. Some content behind login.
sc3sixty,COO,retainer,,,,,,https://www.sc3sixty.au/cfo-coo,2026-08-20,"No published price. Australian fractional CFO/COO practice. States retainer and day-rate options available but does not disclose figures."
Fractional Services (AU),COO,retainer,,,,,,https://fractionalservices.com.au/,2026-08-20,No published price. Australian fractional executive services firm.
GetSysPro,COO,retainer,,,,,,https://www.getsyspro.com/,2026-08-20,"No published own price. Offers fractional COO leadership. States ""GetSysPro scopes every engagement by deliverable rather than by an open-ended retainer."" Directs to consultation."
5FT View Consulting,COO,retainer,,,,,,https://5ftview.com/fractional-executive-services/,2026-08-20,"No published own COO rate. Offers fractional executive services including COO. Publishes ""On-Demand subscriptions: Start at $397/month for 1 hour with 1 expert"" but this is a general subscription tier, not a COO engagement rate."
GCE Strategic Consulting,COO,retainer,,,,,,https://gcestrategicconsulting.com/blog/fractional-coo-rates,2026-08-20,"No published own price. Blog discusses market rates. States ""GCE engagements are structured as fixed-fee partnerships"" without disclosing the fee."
InterimExecs,COO,marketplace_match,,,,,,https://www.interimexecs.com/,2026-08-20,No published price. Interim and fractional executive matching firm. Directs to consultation.
Ascent Consulting,COO,retainer,,,,,,https://ascentconsulting.com/,2026-08-20,No published price. Fractional operations and COO consulting.
Big Picture Results,COO,retainer,,,,,,https://bigpictureresults.com/,2026-08-20,No published price. Fractional COO and operations consultancy.
Brewster Consulting Group,COO,retainer,,,,,,https://brewsterconsultinggroup.com/,2026-08-20,"No published price. States ""fees are usually structured as a fixed monthly cost"" but no figure disclosed."
Blue Signal Search,COO,marketplace_match,,,,,,https://www.bluesignal.com/,2026-08-20,No published price. Executive search firm offering fractional COO placement.
Toptal,COO,marketplace_match,,,,,,https://www.toptal.com/management-consultants/fractional-coo,2026-08-20,"No published rate or platform fee. Offers no-risk trial period of up to two weeks. States ""Pay Only If Satisfied"". Directs to consultation for pricing."
KORE1,COO,marketplace_match,,,,,,https://www.kore1.com/fractional-coo-services-2026/,2026-08-20,"No published own price. Staffing firm; publishes market rate benchmarks ($7,000-$15,000/month for 15-25 hrs/week) as industry data, not own fees."
Cast UK,COO,marketplace_match,,,,,,https://www.castuk.com/,2026-08-20,No published price. UK recruitment firm offering fractional COO placement.
Fractional Tel Aviv,COO,marketplace_match,,,,,,https://www.fractional-telaviv.com/,2026-08-20,"No published price. Israeli fractional executive placement service. States engagements cost ""30-60% less than a comparable full-time hire"" without disclosing figures."
TalentLoft,COO,marketplace_match,,,,,,https://talentloft.com/,2026-08-20,No published price. Fractional talent marketplace matching pre-vetted executives.
FBS Consulting,COO,project,2000,,AUD,fixed_fee_per_project,,https://fbsconsulting.com.au/fractional-coo-australia/,2026-08-20,"1-Day Operational Diagnostic. Published verbatim as ""1-Day Operational Diagnostic (from $2,000)"". Floor only. Browser-verified."
FBS Consulting,COO,retainer,,,,,,https://fbsconsulting.com.au/fractional-coo-australia/,2026-08-20,No published price for 90-day fractional COO engagement. Directs to consultation.
ABN Australia,COO,retainer,,,,,,https://abnaustralia.com.au/solutions/fractional-coo-services,2026-08-20,No published price. Australian fractional COO provider.
Maestro,COO,marketplace_match,,,,,,https://www.letsmaestro.com/services/operations,2026-08-20,No published price. Australian operations talent marketplace.
Fractional Melbourne,COO,retainer,,,,,,https://www.fractional-melbourne.com/services/fractional-coo,2026-08-20,"No published price. States engagements run ""30-60% less than a full-time hire"" without disclosing figures."
Alex Lockey,COO,retainer,,,,,,https://www.alexlockey.com/,2026-08-20,No published own price. UK independent fractional operating partner.
FindOperators,COO,marketplace_match,0,0,USD,placement_fee,,https://findoperators.com/,2026-08-20,"Free operations leader directory. Published verbatim as ""Free to browse, no recruiter fees"" for companies and ""Free to list — forever"" for operators. Browser-verified."
Like Sunday,COO,retainer,1800,,USD,per_month,1.5-3.5 days/month,https://www.like-sunday.com/services,2026-08-20,"Published verbatim as ""from $1800"" under the Fractional COO tier. 3-6 month retainer. Floor only. South Africa-based company operating globally; page uses $ without explicit currency code. Browser-verified."
Bolster,COO,marketplace_match,2500,,USD,upfront_plus_markup,,https://www.bolster.com/pricing,2026-08-20,"Fractional & Interim placement. Published verbatim as ""$2,500 upfront + 20% markup"". Platform fee, not executive rate. Browser-verified."
Fractional Jobs,COO,marketplace_match,3000,5000,USD,placement_fee,,https://www.fractionaljobs.io/blog/the-5-best-fractional-coo-platforms-and-services-2026,2026-08-20,"One-time referral fee. Published verbatim as ""a one-time referral fee of $3,000 to $5,000"". Also in comparison table as ""One-time fee of $3,000 to $5,000"". No ongoing percentage. No conversion fee. Browser-verified."
Oak CEO,COO,retainer,,,,,,https://oakceo.com/,2026-08-20,"No published price. Independent fractional COO (Christoffer Nielsen). Sends customized proposal after consultation."
NEXT Fractional,COO,retainer,,,,,,https://nextfractional.com/fractional-coo-chief-operations-officer/,2026-08-20,No published price. Fractional COO services firm.
PartScale,COO,retainer,,,,,,https://partscale.co.uk/,2026-08-20,No published price. UK fractional COO and people director firm for founder-led businesses.
Umbrex,COO,marketplace_match,,,,,,https://umbrex.com/independent-management-consultants/interim-fractional-executives/interim-fractional-coo/,2026-08-20,"No published platform fee. Consulting marketplace for independent management consultants. Publishes market rate benchmarks ($150-$400/hr) as industry data, not own fees."
Elite Fractional CxO,COO,marketplace_match,,,,,,https://fractional-csuite.com/coo/,2026-08-20,"No published own price. Aggregates market benchmarks from third-party sources (Atreus, DDIM, Renoir Interim, Robert Walters). Not the platform's own fee."
FindaFractional,COO,marketplace_match,0,0,GBP,placement_fee,,https://www.findafractional.co.uk/businesses,2026-08-20,"Free for businesses. Published verbatim as ""no recruitment fees or platform costs"". Executives pay subscription + 10% platform fee on engagements. Browser-verified."
GigX,COO,marketplace_match,0,0,USD,placement_fee,,https://www.gigx.com/,2026-08-20,"Free fractional executive directory. Published verbatim as ""Search the Network for free and contact the independent professionals directly at no cost."" Browser-verified."
The Roster Agency,COO,marketplace_match,,,,,,https://theroster.agency/operations,2026-08-20,No published price. Creative and operations talent placement firm.
Aveline Elfar & Co,COO,project,2500,,USD,fixed_fee_per_project,,https://avelineelfar.com,2026-08-20,"Full systems build. Published verbatim as ""a full systems build from $2,500"". Floor only. Browser-verified."
Aveline Elfar & Co,COO,project,97,,USD,fixed_fee_per_project,,https://avelineelfar.com,2026-08-20,"Systems Audit. Published verbatim as ""AE&Co's $97 Systems Audit"". Browser-verified."
Aveline Elfar & Co,COO,retainer,,,,,,https://avelineelfar.com,2026-08-20,"No published retainer rate for fractional COO engagement. References ""typical investment ranges from $2,500 to $10,000 per month"" as market data, not own rate."
Riverbend Consulting Group,COO,retainer,,,,,,https://rbendconsulting.com/fractional-coo-services,2026-08-20,"No published price. Fractional COO for service businesses ($3M-$15M). Embedded operational leadership."
2Go Advisory Group (COOs2Go),COO,retainer,,,,,,https://www.2goadvisorygroup.com/coos2go-operations,2026-08-20,"No published price. Offers fractional, interim, and project-based COO leadership."
Wolf's Edge Integrators,COO,retainer,,,,,,https://wolfsedgeintegrators.com/,2026-08-20,No published price. Fractional COO/integrator services. Directs to discovery call.
The COO Solution,COO,retainer,,,,,,https://thecoosolution.com/coo-for-hire,2026-08-20,"No published price. States ""Pay only for the level of support you need"" without disclosing rates."
FiSolve,COO,retainer,,,,,,https://fisolve.com/outsourced-chief-operations-officer/,2026-08-20,No published price. Outsourced COO services.
Melissa Franks (On Call COO),COO,retainer,,,,,,https://melissafranks.com/fractionalcooservices,2026-08-20,No published price. Independent fractional COO. Free consultation to determine package.
J.R. Davis & Associates,COO,retainer,,,,,,https://jrdavisassociates.com/fractional-coo-services/,2026-08-20,No published price. Fractional COO services.
MAP Advisors,COO,retainer,,,,,,https://mapadvisors.biz/outsourcedcoo,2026-08-20,No published price. Outsourced COO services.
Rockman Consulting,COO,retainer,,,,,,https://rockmanconsulting.net/,2026-08-20,No published price. Independent fractional operations executive (Meg Rockman).
Virtual CXOs,COO,retainer,,,,,,https://virtualcxos.com/services/virtual-interim-outsourced-coo-chief-operating-officer/,2026-08-20,No published price. Virtual and interim COO services.
The Office Squad,COO,retainer,,,,,,https://www.theofficesquad.com/services/business-operations,2026-08-20,"No published price. Outsourced COO and back-office operations. States ""Usually for less than the price of just one employee"" without disclosing figures."
Levy Consulting Co.,COO,retainer,,,,,,https://levyconsultingco.com/services/fractional-coo-advisory-2/,2026-08-20,No published price. Fractional and interim COO advisory.
OutsourceYourOps,COO,retainer,,,,,,https://outsourceyourops.com/,2026-08-20,No published price. Independent fractional operations leadership (Katie Taylor). Offers diagnostic and interim leadership engagements.
RGP (Resources Global Professionals),COO,retainer,,,,,,https://rgp.com/,2026-08-20,No published price. Large consulting firm offering COO and operations leadership support.
Scoven,COO,retainer,,,,,,https://scovenhfc.com/,2026-08-20,"No published price. Outsourced CFO/COO services for hedge funds. States ""services often run at a quarter the cost of a full-time CFO/COO"" without disclosing figures."
WipFli,COO,retainer,,,,,,https://wipfli.com/services/outsourced-services/operations-outsourcing,2026-08-20,No published price. Large consulting firm offering outsourced operations and COO services.
ClearGlass Capital Partners,COO,retainer,,,,,,https://clearglasscap.com/due-diligence-consulting-strategy,2026-08-20,No published price. Outsourced hedge fund COO and middle office operations.
ATLATL Business Solutions,COO,retainer,,,,,,https://atlatlbusinesssolutions.com/,2026-08-20,No published price. Fractional COO for scaling operations.
