provider,role,offering_type,price_low,price_high,currency,unit,hours_included,source_url,capture_date,notes
HyperNest Labs,CTO,retainer,60,120,USD,per_hour,,https://hypernestlabs.com/insights/cost-of-fractional-cto,2026-08-20,"Published verbatim as ""Our Fractional CTO rates start at $60/hour with no retainers and a 14-day risk-free trial."" Pay-as-you-go no minimum commitment. Most clients use 40-80 hrs/month (~$2400-$4800). Up to 30% of fees can be taken as advisory equity. WebFetch-verified."
Prodevel,CTO,retainer,1500,1500,GBP,per_month,2 days/month,https://prodevel.co.uk/hire-fractional-cto-uk,2026-08-20,"Starter tier. Published as ""£1,500/month"" for 2 days/month. 3-month initial commitment then month-to-month. WebFetch-verified."
Prodevel,CTO,retainer,3000,3000,GBP,per_month,4 days/month,https://prodevel.co.uk/hire-fractional-cto-uk,2026-08-20,"Growth tier. Published as ""£3,000/month"" for 4 days/month. WebFetch-verified."
Prodevel,CTO,retainer,5000,5000,GBP,per_month,6 days/month,https://prodevel.co.uk/hire-fractional-cto-uk,2026-08-20,"Enterprise tier. Published as ""£5,000/month"" for 6 days/month. WebFetch-verified."
AIWise,CTO,retainer,6000,10000,AUD,per_month,,https://aiwise.com.au/services/fractional-cto/,2026-08-20,"Published verbatim as ""Most engagements fall between $6k-$10k per month depending on scope involvement and complexity."" Australian provider; currency assumed AUD. WebFetch-verified."
CTO on Demand,CTO,retainer,8000,16000,GBP,per_month,,https://www.ctoondemand.co.uk/tools/fractional-cto-cost-calculator/,2026-08-20,"Published as ""£8,000-£16,000 a month for experienced operators."" Independent practitioner Nick Tong UK. WebFetch-verified."
CTO on Demand,CTO,day_rate,1400,,GBP,per_day,,https://www.ctoondemand.co.uk/tools/fractional-cto-cost-calculator/,2026-08-20,"Interim (full-time) rate. Published as ""from £1,400 a day."" Floor only. WebFetch-verified."
Adriano Junior,CTO,retainer,5499,5499,USD,per_month,4-6 hours/week,https://www.adriano-junior.com/fractional-cto-cost-2026,2026-08-20,"CTO Advisory tier from ""My own fractional pricing"" section. Published as ""$5,499/mo"" for ""about four to six hours a week."" Fixed monthly no hourly billing. WebFetch-verified."
Adriano Junior,CTO,retainer,9499,9499,USD,per_month,10-15 hours/week,https://www.adriano-junior.com/fractional-cto-cost-2026,2026-08-20,"Fractional CTO tier. Published as ""$9,499/mo"" for ""about ten to fifteen hours a week."" Fixed monthly. WebFetch-verified."
Adriano Junior,CTO,retainer,,,USD,per_month,~20 hours/week,https://www.adriano-junior.com/fractional-cto-cost-2026,2026-08-20,"Embedded tier. Published as ""about twenty hours a week priced on scope."" No fixed rate stated. WebFetch-verified."
Nacho,CTO,marketplace_match,125,125,USD,per_hour,,https://www.nachotalent.com/fractional-cto/,2026-08-20,"Published as ""A Fractional CTO through Nacho costs $125 an hour."" $1,000 monthly minimum via Talent Budget. $300 Delegation Strategy Plan required before first match. No placement fee. WebFetch-verified."
TrailMark Technology Partners,CTO,retainer,2500,2500,USD,per_month,4-8 hours/month,https://trailmarktech.com/fractional-cto-cost,2026-08-20,"Advisory Retainer tier. Published as ""$2,500/month"" with ""4-8 hrs/month."" 1-month minimum commitment. Flat monthly retainer. WebFetch-verified."
TrailMark Technology Partners,CTO,retainer,6500,6500,USD,per_month,12-24 hours/month,https://trailmarktech.com/fractional-cto-cost,2026-08-20,"Embedded Partner tier. Published as ""$6,500/month"" with ""12-24 hrs/month."" 1-month minimum. WebFetch-verified."
TrailMark Technology Partners,CTO,retainer,9500,9500,USD,per_month,20+ hours/month,https://trailmarktech.com/fractional-cto-cost,2026-08-20,"Fractional CTO tier. Published as ""$9,500/month"" with ""20+ hrs/month."" 3-month minimum commitment. WebFetch-verified."
Startup Fractional CTO PLLC,CTO,retainer,250,250,USD,per_hour,,https://www.startupfractionalcto.com/pricing,2026-08-20,"Published as ""$250 per hour."" 10% discount for pre-purchasing 10-hour blocks. No minimum investment or long-term commitment. Also offers project-based and equity arrangements. WebFetch-verified."
FractionalCTOs Australia,CTO,retainer,1000,1000,AUD,per_month,2 hours/month,https://fractionalctos.com.au/fractional-cto-cost-australia-2026/,2026-08-20,"Advisor tier. Published as ""A$1,000/month"" for 2 hours. Fixed monthly pricing invoiced by bank transfer in AUD. WebFetch-verified."
FractionalCTOs Australia,CTO,retainer,5500,5500,AUD,per_month,10 hours/month,https://fractionalctos.com.au/fractional-cto-cost-australia-2026/,2026-08-20,"Growth tier. Published as ""A$5,500/month"" for 10 hours. WebFetch-verified."
FractionalCTOs Australia,CTO,retainer,11000,11000,AUD,per_month,20 hours/month,https://fractionalctos.com.au/fractional-cto-cost-australia-2026/,2026-08-20,"Scale tier. Published as ""A$11,000/month"" for 20 hours. WebFetch-verified."
FractionalCTOs Australia,CTO,retainer,22000,22000,AUD,per_month,40+ hours/month,https://fractionalctos.com.au/fractional-cto-cost-australia-2026/,2026-08-20,"Embedded tier. Published as ""A$22,000/month"" for 40+ hours. WebFetch-verified."
BEC System,CTO,retainer,3000,4500,EUR,per_month,,https://becsystem.tech/,2026-08-20,"CTO Estrategico as a Service. Published as ""Retainer mensual de €3.000 a €4.500/mes"" (monthly retainer €3,000-€4,500). Latin America. WebFetch-verified."
Pocket CTO Partners,CTO,retainer,7500,7500,USD,per_month,,https://www.pocketctopartners.com/,2026-08-20,"AI Engineering Retainer. Published as ""$7,500 / month"" described as ""a fixed monthly engineering unit."" One price posted publicly never discounted. WebFetch-verified."
Pocket CTO Partners,CTO,project,999,999,USD,fixed_fee_per_project,,https://www.pocketctopartners.com/,2026-08-20,"AI Opportunity Audit. Published as ""$999"" for a two-week diagnostic engagement. WebFetch-verified."
Kompella Technologies,CTO,retainer,8000,10000,USD,per_month,1 day/week,https://kompella.io/thinking/fractional-cto-pricing-2026,2026-08-20,"Advisory tier. Published as ""$8,000-$10,000"" standard; vertical premium (healthtech/fintech/AI) $10,000-$13,000. WebFetch re-verified from v1.0."
Kompella Technologies,CTO,retainer,15000,18000,USD,per_month,2 days/week,https://kompella.io/thinking/fractional-cto-pricing-2026,2026-08-20,"Fractional tier. Published as ""$15,000-$18,000"" standard; vertical premium $18,000-$22,000. WebFetch re-verified from v1.0."
Kompella Technologies,CTO,retainer,25000,30000,USD,per_month,3+ days/week,https://kompella.io/thinking/fractional-cto-pricing-2026,2026-08-20,"Embedded tier. Published as ""$25,000-$30,000"" standard; vertical premium $30,000-$40,000. WebFetch re-verified from v1.0."
Continuum (uxcontinuum.com),CTO,retainer,3000,15000,USD,per_month,,https://uxcontinuum.com/fractional-cto-pricing,2026-08-20,"Partner tier. Published verbatim as ""$3,000 to $15,000/mo."" Provider's own rate distinct from market estimates on the same page. WebFetch re-verified from v1.0."
Continuum (uxcontinuum.com),CTO,retainer,500,1500,USD,per_month,,https://uxcontinuum.com/fractional-cto-pricing,2026-08-20,"Care tier. Published as ""$500 to $1,500/mo."" Monitoring and fixes only explicitly NOT CTO-level leadership. Retained for completeness flagged as out-of-band for role comparison. WebFetch re-verified from v1.0."
Seesaw Labs,CTO,retainer,,,,,,https://seesawlabs.com/the-lab/guides/fractional-cto-cost-in-2026,2026-08-20,"No published price. Page is a market guide with ranges ($4,000-$15,000/mo $120-$300/hr). Provider states ""Use this table as a starting point not a quote."" WebFetch-verified."
Maestro,CTO,retainer,,,,,,https://www.letsmaestro.com/fractional-cto,2026-08-20,"No published price. Provides market range estimates by country (AUD $9,000-$18,000/mo NZD $8,000-$16,000/mo SGD $6,000-$14,000/mo) but these are competitive benchmarks not own pricing. WebFetch-verified."
Martin Sandhu,CTO,retainer,,,,,,https://www.martinsandhu.com/blog/fractional-cto-salary,2026-08-20,"No published price. Article provides UK market commentary only (£1,000-£2,500/day £6,000-£7,500/month benchmarks). Directs to Calendly for discovery call. WebFetch-verified."
Fractional C-Suite,CTO,retainer,,,,,,https://fractional-csuite.com/cto/,2026-08-20,"No published price. Publishes third-party market benchmarks aggregated from Robert Walters and INIMA reports. Information resource not a transaction platform. WebFetch-verified."
TLVTech,CTO,retainer,,,,,,https://www.tlvtech.io/post/understanding-fractional-cto-rates-a-guide-for-entrepreneurs-and-business-leaders,2026-08-20,"No published price. Article provides general market commentary ($150-$500/hr $3,000-$10,000+/mo) but no own rates. Directs to consultation. WebFetch-verified."
HighCircl,CTO,marketplace_match,,,,,,https://www.highcircl.com/en/blog/what-is-a-fractional-cto,2026-08-20,"No published rate. Sources fractional CTOs from Central and Eastern Europe. Discloses ""margin capped at 20% disclosed upfront"" but no specific rates. Market benchmarks cited (CEE €600-€1,000/day). WebFetch-verified."
int32,CTO,retainer,,,,,,https://www.int32.at/,2026-08-20,"No published price. Independent fractional CTO practice Austria/Europe. ""Discovery call free scoping deliverable paid"" but no amounts. WebFetch-verified."
Mirahi,CTO,retainer,,,,,,https://mirahi.io/,2026-08-20,"No published price. Software / fractional CTO boutique Belgium and Netherlands. WebFetch-verified."
Struct,CTO,retainer,,,,,,https://struct.com.au/,2026-08-20,"No published price. Technology leadership consultancy Melbourne Australia. Contact form only. WebFetch-verified."
Fika CTO,CTO,retainer,,,,,,https://www.fikacto.com/,2026-08-20,"No published price. Describes Hourly and Fortnightly Retainer models but no specific amounts. Directs to consultation call. WebFetch-verified."
OK200,CTO,retainer,,,,,,https://ok200.net/,2026-08-20,"No published price. CTO-as-a-Service listed but no rates. Melbourne Australia. WebFetch-verified."
TechCXO,CTO,retainer,,,,,,https://www.techcxo.com/,2026-08-20,"No published price. Multi-function fractional executive bench. Claims ""Up to 75% More cost-effective than full-time"" but no figures. WebFetch-verified."
The Fractionals,CTO,retainer,,,,,,https://thefractionals.co.uk/,2026-08-20,"No published price. Fractional C-suite network UK. Directs to contact form. WebFetch-verified."
Go Fractional,CTO,marketplace_match,5000,,USD,per_month,5-10 hrs/week,https://www.gofractional.com/hire/fractional-cto,2026-08-20,"Published in page structured FAQ data as ""Engagements on Go Fractional start at $5,000/month structured as a custom retainer-based SOW."" Consistent with CPO-page UnitPriceSpecification confirmed in v1.0. Gun.io redirects to gofractional.com. Floor only. Subagent-screened; pending visual browser confirmation."
Go Fractional,CTO,marketplace_match,27200,,USD,per_month,,https://www.gofractional.com/hire/fractional-cto,2026-08-20,"Interim CTO. Published in page structured data as ""$27,200/month Starting at full-time hours."" Floor only. Subagent-screened; pending visual browser confirmation."
7CTOs,CTO,retainer,,,,,,https://7ctos.com/,2026-08-20,"Server returns HTTP 403 blocking automated fetches. Browser verification needed. Reported to have a proprietary rate calculator."
MentorCruise,CTO,marketplace_match,,,,,,https://mentorcruise.com/fractional-cto/,2026-08-20,"Individual mentor rates visible ($50-$300/month) but these are advisory/mentorship sessions not full fractional CTO engagements. Platform notes fractional CTOs typically charge $10,000-$20,000/month (market commentary). WebFetch-verified."
Toptal,CTO,marketplace_match,,,,,,https://www.toptal.com/,2026-08-20,"No published rate for fractional CTOs. CTO-specific page returned HTTP 404. Publishes engagement terms only (no-risk trial period). WebFetch-verified."
The Fractional Directory,CTO,marketplace_match,,,,,,https://www.fractional.directory/,2026-08-20,"No published price. Directory of fractional executives in New Zealand Singapore Western Australia."
Bolster,CTO,marketplace_match,2500,,USD,upfront_plus_markup,,https://www.bolster.com/pricing,2026-08-20,"Multi-role marketplace. Published as ""$2,500 upfront + 20% markup"" for Fractional & Interim placement. Platform fee not executive rate. Cross-listed with v1.0 CPO file (role=multi). WebFetch re-verified."
Eduardo Cruz,CTO,retainer,60,60,USD,per_hour,,https://eduardocruz.com/writing/fractional-cto-rates-2026,2026-08-20,"Published verbatim as ""I charge $60 an hour. No retainer no agency markup no twelve-month contract."" Weekly packages 5 hrs/wk $300 or 10 hrs/wk $600. Brazil-based. WebFetch-verified."
Tristella Advisors,CTO,retainer,10000,20000,USD,per_month,20-60 hours/month,https://www.tristellaadvisors.com/blog/how-much-does-a-fractional-cto-cost-and-when-does-the-math-make-sense,2026-08-20,"Published verbatim as ""Tristella's retainers run $10,000 to $20,000 per month for 20 to 60 hours of embedded work."" Includes weekly syncs architecture reviews hiring support board reporting. US (Falmouth Maine). WebFetch-verified."
ShipSixty,CTO,retainer,10000,15000,AUD,per_month,20-30 hrs/week,https://shipsixty.com/,2026-08-20,"Pre-Seed / MVP tier. Published as ""$10-15K/mo"" plus ""2-5% equity"" with 3-6 month commitment. Currency not explicitly stated assumed AUD based on Australian market focus. 4-year vesting 1-year cliff on equity. WebFetch-verified."
ShipSixty,CTO,retainer,15000,20000,AUD,per_month,15-25 hrs/week,https://shipsixty.com/,2026-08-20,"Seed tier. Published as ""$15-20K/mo"" plus ""1.5-3% equity"" with 6-12 month commitment. Currency assumed AUD. WebFetch-verified."
ShipSixty,CTO,retainer,20000,25000,AUD,per_month,10-20 hrs/week,https://shipsixty.com/,2026-08-20,"Series A / Bridge CTO tier. Published as ""$20-25K/mo"" plus ""0.5-1.5% equity"" with 6-12 month commitment. Currency assumed AUD. WebFetch-verified."
PADISO,CTO,retainer,12000,,NZD,per_month,2-4 days/week,https://www.padiso.co/cto-advisory-new-zealand/,2026-08-20,"Fractional CTO. Published as ""from NZ$12K/mo"" at 2-4 days weekly. Floor only. Also serves Australia US Canada. Agent-screened."
PADISO,CTO,retainer,6000,,NZD,per_month,,https://www.padiso.co/cto-advisory-new-zealand/,2026-08-20,"Advisory retainer. Published as ""from NZ$6K/mo."" Floor only. Agent-screened."
PADISO,CTO,project,10000,,NZD,fixed_fee_per_project,,https://www.padiso.co/cto-advisory-new-zealand/,2026-08-20,"Technical Due Diligence. Published as ""from NZ$10K"" one-off engagement. Floor only. Agent-screened."
Foresight Mobile,CTO,retainer,95,300,GBP,per_hour,,https://foresightmobile.com/services/fractional-cto-service,2026-08-20,"Published as ""Our Fractional CTOs range from GBP 95 to GBP 300 per hour depending on experience and specialisation."" UK (Manchester London Birmingham). Agent-screened."
Foresight Mobile,CTO,retainer,2500,6000,GBP,per_month,2-5 days/month,https://foresightmobile.com/services/fractional-cto-service,2026-08-20,"Startups (Pre-Seed/Seed) tier. Published as ""2-5 days/month GBP 2,500-6,000."" Agent-screened."
Foresight Mobile,CTO,retainer,6000,15000,GBP,per_month,5-10 days/month,https://foresightmobile.com/services/fractional-cto-service,2026-08-20,"Scale-ups (Series A/B) tier. Published as ""5-10 days/month GBP 6,000-15,000."" Agent-screened."
Foresight Mobile,CTO,retainer,15000,30000,GBP,per_month,10-15 days/month,https://foresightmobile.com/services/fractional-cto-service,2026-08-20,"Enterprise tier. Published as ""10-15 days/month GBP 15,000-30,000."" Agent-screened."
AmazingCTO,CTO,retainer,6000,20000,EUR,per_month,1-2 days/week,https://www.amazingcto.com/fractional-cto/,2026-08-20,"Published as ""EUR 6-20k/month"" for 1-2 days/week. Founded by Stephan Schmidt Germany. Only takes two fractional CTO engagements per year. Agent-screened."
AmazingCTO,CTO,retainer,1000,2000,EUR,per_month,,https://www.amazingcto.com/fractional-cto/,2026-08-20,"CTO Coach tier. Published as ""EUR 1-2k/month."" Agent-screened."
Exxan,CTO,retainer,8000,,EUR,per_month,1.5-2 days/week,https://exxan.nl/en/fractional-cto,2026-08-20,"Published as ""Fractional CTO engagements start at EUR 8,000/month"" with ""typically 1.5 to 2 days per week on a monthly retainer minimum 6 months."" Netherlands. Floor only. Agent-screened."
Exxan,CTO,project,3500,3500,EUR,fixed_fee_per_project,,https://exxan.nl/en/fractional-cto,2026-08-20,"Technical Diagnostic. Published as ""EUR 3,500"" for two days on-site or remote with written report. Agent-screened."
REPTILE.HAUS,CTO,retainer,150,150,EUR,per_hour,,https://reptile.haus/services/tech-leadership-service/,2026-08-20,"Light Touch Advisory tier. Published as ""EUR 150/hour"" with weekly calls Slack access quarterly roadmap reviews. Ireland (Dublin). Agent-screened."
REPTILE.HAUS,CTO,retainer,3000,5000,EUR,per_month,1-2 hours/day,https://reptile.haus/services/tech-leadership-service/,2026-08-20,"Proper Fractional CTO tier. Published as ""EUR 3,000-5,000/month"" with ""1-2 hours a day of actual work."" Agent-screened."
REPTILE.HAUS,CTO,project,5000,,EUR,fixed_fee_per_project,,https://reptile.haus/services/tech-leadership-service/,2026-08-20,"Project-Based tier. Published as ""Starting at EUR 5,000"" for technical audits due diligence architecture overhauls. Floor only. Agent-screened."
Leadership Services,CTO,retainer,1500,5000,GBP,per_month,,https://leadership-services.co.uk/fractional-cto-services/,2026-08-20,"Published as ""GBP 1,500 - GBP 5,000 per month -- no recruitment fees no long-term contracts."" Blog also states engagements start from GBP 1,795/month. UK. Agent-screened."
Your CTO,CTO,retainer,2500,2500,EUR,per_month,,https://yourcto.ie/,2026-08-20,"Bronze tier. Published as ""EUR 2,500/month."" Month-to-month cancel anytime. Prices exclude VAT. Ireland. Agent-screened."
Your CTO,CTO,retainer,4900,4900,EUR,per_month,,https://yourcto.ie/,2026-08-20,"Silver tier. Published as ""EUR 4,900/month."" Agent-screened."
Your CTO,CTO,retainer,7500,7500,EUR,per_month,,https://yourcto.ie/,2026-08-20,"Gold tier. Published as ""EUR 7,500/month."" Includes hands-on development and architecture. Agent-screened."
AIJUTSU,CTO,project,1000,,SGD,fixed_fee_per_project,,https://aijutsu.dev/,2026-08-20,"Custom App Dev. Published as "">= $1,000 SGD"" for 1-4 weeks. Singapore. Floor only. Agent-screened."
AIJUTSU,CTO,project,8000,,SGD,fixed_fee_per_project,,https://aijutsu.dev/,2026-08-20,"Readiness Sprint. Published as "">= $8,000 SGD negotiable"" for 2-3 weeks. Floor only. Agent-screened."
AIJUTSU,CTO,project,12000,,SGD,fixed_fee_per_project,,https://aijutsu.dev/,2026-08-20,"Adoption Sprint. Published as "">= $12,000 SGD negotiable"" for 2-12 weeks. Floor only. Agent-screened."
Justin McKelvey,CTO,retainer,3000,5000,USD,per_month,5-8 hours/week,https://justinmckelvey.com/,2026-08-20,"Advisory tier. Published as ""$3,000-$5,000/month"" for 5-8 hrs/week. Austin TX. Agent-screened."
Justin McKelvey,CTO,retainer,5000,10000,USD,per_month,10-15 hours/week,https://justinmckelvey.com/,2026-08-20,"Embedded tier. Published as ""$5,000-$10,000/month"" for 10-15 hrs/week. States ""I only take fractional clients after we've done a first project together."" Agent-screened."
Justin McKelvey,CTO,retainer,10000,15000,USD,per_month,20+ hours/week,https://justinmckelvey.com/,2026-08-20,"Full engagement tier. Published as ""$10,000-$15,000/month"" for 20+ hrs/week. Agent-screened."
Eight Bit Studios,CTO,retainer,5000,,USD,per_month,,https://eightbitstudios.com/,2026-08-20,"Published as ""From $5K/mo"" positioned ""at the low end"" of the $5K-$15K market range. Chicago IL and Dallas TX. Floor only. Agent-screened."
Stephan Smith LLC,CTO,project,3500,,USD,fixed_fee_per_project,,https://stephansmith.me/,2026-08-20,"Build the Narrative. Published as ""From $3,500 fixed fee."" Focuses on product companies 10-75 employees. Also offers 3-6 month ongoing access (price not published). Boston MA. Floor only. Agent-screened."
Agicent,CTO,retainer,50,50,USD,per_hour,,https://www.agicent.com/,2026-08-20,"Published as ""$50/hour"" with ""Minimum 50 hours required."" No setup project management or separation fees. Lower rate for 50+ hrs/month for 6 months. Dallas GA and New York NY offices; India-based delivery indicated by rate level. Agent-screened."
Excel Complete,CTO,retainer,3500,,USD,per_month,20 hours/month,https://www.excelcomplete.com/,2026-08-20,"Published as ""Fractional CTO engagements start at $3,500 per month and cover up to 20 hours of executive technology leadership."" Ann Arbor Michigan. Floor only. Agent-screened."
Excel Complete,CTO,project,1500,1500,USD,fixed_fee_per_project,,https://www.excelcomplete.com/,2026-08-20,"CTO Assessment. Published as ""$1,500 for a full day on-site for stakeholder meetings."" Agent-screened."
The Notus,CTO,project,7500,,USD,fixed_fee_per_project,,https://thenotus.com/,2026-08-20,"Apps to Production. Published as ""From $7,500 . 3-4 weeks . fixed scope."" No retainer required after initial build. No hourly billing. Clients own code outright. Tampa FL. Floor only. Agent-screened."
CTO on Demand (ctoondemand.com),CTO,project,750,750,USD,fixed_fee_per_project,,https://ctoondemand.com/,2026-08-20,"Reality Check diagnostic. Published as ""$750 -- 90 minutes with a veteran CTO credited toward any engagement."" Also offers fixed-fee 4-week engineering audit then 10-40 hrs/week retainer (amounts not published). US provider distinct from UK ctoondemand.co.uk. Agent-screened."
Jacob Langvad Nilsson,CTO,retainer,40000,40000,DKK,per_month,2 days/week,https://jacoblangvadnilsson.com/services/interim-cto/,2026-08-20,"Fractional CTO (part-time). Published as ""DKK 40,000/month for 2 days per week."" Denmark. Serves Nordic scale-ups and mid-market companies (medtech SaaS public sector). Agent-screened."
Jacob Langvad Nilsson,CTO,retainer,80000,120000,DKK,per_month,,https://jacoblangvadnilsson.com/services/interim-cto/,2026-08-20,"Interim CTO (full-time). Published as ""DKK 80,000-120,000/month."" Agent-screened."
Flossels,CTO,retainer,2900,,CHF,per_month,,https://flossels.ch/en/services/consulting,2026-08-20,"Fractional CTO / AI Officer retainer. Published as ""from CHF 2,900/month."" Switzerland. Floor only. Agent-screened."
Marian Kamenistak,CTO,day_rate,1600,1600,EUR,per_day,,https://www.marian.coach/fractional-cto,2026-08-20,"Published as ""EUR 1,600/man-day + 10% value bonus."" Czech Republic (Prague). Also productised packages EUR 24,000-64,000 for 12-32 man-days. Agent-screened."
Marian Kamenistak,CTO,retainer,6498,,EUR,per_month,,https://www.marian.coach/fractional-cto,2026-08-20,"Mentor in Residence. Published as ""from EUR 6,498/quarter"" (~EUR 2,166/month). 1:1 Mentoring EUR 430/session also available. Floor only per quarter. Agent-screened."
VA Masters,CTO,retainer,60,90,USD,per_hour,,https://vamasters.com/fractional-cto-services/,2026-08-20,"Published as ""$60-90/hr."" Tiers by hours: Advisory 5 hrs $300-450/mo Standard 10 hrs $600-900/mo Active 15 hrs $900-1,350/mo Intensive 20-25 hrs $1,200-2,250/mo. Ukraine / Eastern Europe. No upfront fees or long-term contracts. Agent-screened."
La Boetie,CTO,retainer,,,,,,https://laboetie.io/,2026-08-20,"No published price. Positions itself as evaluating market pricing on behalf of clients. Directs to studio intro call. WebFetch-verified."
IR CTO as a Service,CTO,retainer,,,,,,https://cto-as-a-service.co.il/en/,2026-08-20,"No published price. Israel. Founded by Igor Rabinovich. Focuses on MVP development for pre-seed/seed startups. Agent-screened."
Agasoft Israel,CTO,retainer,,,,,,https://www.agasoft.co.il/en/,2026-08-20,"No published price. Israel. 25+ years experience 100+ projects. Agent-screened."
Truss,CTO,retainer,,,,,,https://trus.co.il/,2026-08-20,"No published price. Israel. Founded by Pniel Cohen. Fractional CTO & Senior Developer service. Agent-screened."
Octoco Consulting,CTO,retainer,,,,,,https://www.octoco.ltd/,2026-08-20,"No published price. South Africa (Stellenbosch and Cape Town). Blog cites market rates but these are market commentary not own prices. Agent-screened."
Anomalous Technologies,CTO,retainer,,,,,,https://www.anomaloustech.co.za/services/cto-as-a-service,2026-08-20,"No published price. South Africa (Cape Town). Offers fractional CTO CISO and AI security services. Agent-screened."
Tom Bosworth,CTO,retainer,,,,,,https://tom.bosworth.co.nz/services.html,2026-08-20,"No published price. New Zealand (Auckland). States ""there's no fixed number published here."" Agent-screened."
Abletech,CTO,retainer,,,,,,https://abletech.nz/services/fractionalcto/,2026-08-20,"No published price. New Zealand (Wellington). Agent-screened."
Colt Consulting,CTO,retainer,,,,,,https://coltconsulting.nz/fractional-cto,2026-08-20,"No published price. New Zealand. Agent-screened."
StartupCTO,CTO,retainer,,,,,,https://startupcto.sg/,2026-08-20,"No published price. Singapore. Cost comprises cash and equity. Agent-screened."
AGR Networks,CTO,retainer,,,,,,https://agrnetworks.com/solutions/cto-as-a-service,2026-08-20,"No published price. Singapore. Three tiers by hours (8/16/32 hrs/month) but no dollar amounts. Agent-screened."
Win-Pro Consultancy,CTO,retainer,,,,,,https://winpro.com.sg/fractional-cto-services-singapore/,2026-08-20,"No published price. Singapore and Malaysia. Agent-screened."
Add Jam,CTO,retainer,,,,,,https://addjam.com/services/fractional-cto/,2026-08-20,"No published price. UK (Glasgow Scotland). Boutique agency. Agent-screened."
Selego,CTO,retainer,,,,,,https://www.selego.co/en/part-time-cto,2026-08-20,"No published price. France (Paris also Amsterdam and Barcelona). Agent-screened."
GoodCore Software,CTO,retainer,,,,,,https://www.goodcore.co.uk/services/virtual-cto/,2026-08-20,"No published price. UK (Croydon). Agent-screened."
PSP,CTO,retainer,,,,,,https://psp-it.com/services/outsourced/cto/,2026-08-20,"No published price. UK (Spalding Lincolnshire). Agent-screened."
Larasoft.io,CTO,retainer,,,,,,https://larasoft.io/services/virtual-cto,2026-08-20,"No published price. UK (London). Agent-screened."
Halo Technology Lab,CTO,retainer,,,,,,https://halotechlab.com/,2026-08-20,"No published price. UK (London). Blog provides market benchmarks only. Agent-screened."
Rational Partners,CTO,retainer,,,,,,https://rational.partners/services/fractional-cto,2026-08-20,"No published price. UK (Totnes Devon). States ""We do not publish a rate card."" Serves PE/VC-backed companies. Agent-screened."
CloudSwitched,CTO,retainer,,,,,,https://www.cloudswitched.com/services/virtual-cio/fractional-cto-uk/,2026-08-20,"No published price. UK (London). Agent-screened."
